root_630,pre,pos_x,pos_y,pos_z,cell_class,cell_type,known_nt,acetylcholine,gaba,glutamate,dopamine,serotonin,octopamine,num_nts,is_cotransmitter
720575940629204303,1059.0,83360.0,44720.0,4264,,LC6,acetylcholine,True,False,False,False,False,False,1,False
720575940611580313,595.0,89060.0,51510.0,5198,,LC6,acetylcholine,True,False,False,False,False,False,1,False
720575940624802250,1078.0,87150.0,47860.0,4387,,LC6,acetylcholine,True,False,False,False,False,False,1,False
720575940621953264,915.0,85260.0,47640.0,4226,,LC6,acetylcholine,True,False,False,False,False,False,1,False
720575940617989686,817.0,84610.0,44420.0,4426,,LC6,acetylcholine,True,False,False,False,False,False,1,False
720575940625048638,1063.0,84380.0,44260.0,4174,,LC6,acetylcholine,True,False,False,False,False,False,1,False
720575940616715732,986.0,86740.0,46970.0,4249,,LC6,acetylcholine,True,False,False,False,False,False,1,False
720575940626669114,1060.0,81490.0,43050.0,4808,,LC6,acetylcholine,True,False,False,False,False,False,1,False
720575940645288740,985.0,85210.0,45770.0,4356,,LC6,acetylcholine,True,False,False,False,False,False,1,False
720575940638900558,896.0,83540.0,42460.0,4241,,LC6,acetylcholine,True,False,False,False,False,False,1,False
720575940628026112,831.0,81710.0,42900.0,4713,,LC6,acetylcholine,True,False,False,False,False,False,1,False
720575940624461319,858.0,83080.0,44980.0,4192,,LC6,acetylcholine,True,False,False,False,False,False,1,False
720575940646502020,1352.0,84870.0,34290.0,3993,,CB1166,acetylcholine,True,False,False,False,False,False,1,False
720575940630269143,1081.0,93680.0,44090.0,4500,,CB2151,gaba,False,True,False,False,False,False,1,False
720575940618932603,9661.0,94700.0,40670.0,4462,,MB-C1,gaba,False,True,False,False,False,False,1,False
720575940639349053,1076.0,96140.0,51150.0,4415,,LHPV3b1_b,acetylcholine,True,False,False,False,False,False,1,False
720575940627632428,1491.0,105300.0,67560.0,3994,,WEDPN1A,gaba,False,True,False,False,False,False,1,False
720575940615160386,14199.0,155500.0,84500.0,3142,ALPN,VL1_ilPN,acetylcholine,True,False,False,False,False,False,1,False
720575940620595053,13483.0,107800.0,81300.0,3417,ALPN,VL1_ilPN,acetylcholine,True,False,False,False,False,False,1,False
720575940626143806,25272.0,157200.0,82300.0,3242,ALPN,V_ilPN,acetylcholine,True,False,False,False,False,False,1,False
720575940630546540,25821.0,107500.0,79550.0,3749,ALPN,V_ilPN,acetylcholine,True,False,False,False,False,False,1,False
720575940616101789,5879.0,140900.0,59390.0,2185,,WED069,,False,False,False,False,False,False,0,False
720575940652390134,4751.0,115900.0,36920.0,2380,MBON,MBON07,"glutamate, sparkly, Nplp1",False,False,True,False,False,False,1,False
720575940617302365,4706.0,116000.0,39350.0,2262,MBON,MBON07,"glutamate, sparkly, Nplp1",False,False,True,False,False,False,1,False
720575940621040737,4515.0,100700.0,36560.0,5117,DAN,PPL101,"dopamine, sparkly, Dh44, Nplp1, sNPF, nitric oxide",False,False,False,True,False,False,1,False
720575940617691170,3996.0,136100.0,36130.0,1828,DAN,PPL101,"dopamine, sparkly, Dh44, Nplp1, sNPF, nitric oxide",False,False,False,True,False,False,1,False
720575940631758393,8891.0,143700.0,36460.0,2622,DAN,PPL103,"dopamine, sparkly, Nplp1",False,False,False,True,False,False,1,False
720575940647147908,2881.0,121400.0,34850.0,2635,DAN,PPL105,"dopamine, Dh31, sparkly, sNPF, Ms, Nplp1, tachykinin",False,False,False,True,False,False,1,False
720575940609180611,2451.0,115000.0,30610.0,3028,DAN,PPL106,"dopamine, sparkly, amnesiac",False,False,False,True,False,False,1,False
720575940626022074,3892.0,105600.0,45250.0,4828,DAN,PPL202,dopamine,False,False,False,True,False,False,1,False
720575940618130833,2096.0,104400.0,36000.0,4463,DAN,PPL203,"dopamine, gaba",False,True,False,True,False,False,2,True
720575940630913221,755.0,113200.0,35740.0,4339,DAN,PPL204,dopamine,False,False,False,True,False,False,1,False
720575940611772514,5305.0,102200.0,65430.0,4985,,cL16,dopamine,False,False,False,True,False,False,1,False
720575940616390261,18320.0,167000.0,47890.0,4908,,LAL138,,False,False,False,False,False,False,0,False
720575940605876866,20331.0,111100.0,47970.0,2778,,LAL138,,False,False,False,False,False,False,0,False
720575940617749538,13801.0,147700.0,48190.0,587,MBON,MBON11,"gaba, sparkly",False,True,False,False,False,False,1,False
720575940611344078,21222.0,139500.0,49490.0,2004,MBON,MBON20,gaba,False,True,False,False,False,False,1,False
720575940624185095,5958.0,128200.0,44370.0,1507,MBON,MBON02,glutamate,False,False,True,False,False,False,1,False
720575940624590316,12473.0,124100.0,41020.0,1818,MBON,MBON03,glutamate,False,False,True,False,False,False,1,False
720575940631270162,2046.0,105300.0,70660.0,5151,,DNg30,"serotonin, natalisin",False,False,False,False,True,False,1,False
720575940617552340,11982.0,130600.0,29150.0,1116,MBON,MBON02,glutamate,False,False,True,False,False,False,1,False
720575940624694503,14644.0,135300.0,41430.0,1642,MBON,MBON03,glutamate,False,False,True,False,False,False,1,False
720575940630496374,13474.0,156200.0,49990.0,1437,MBON,MBON05,glutamate,False,False,True,False,False,False,1,False
720575940610964946,11219.0,160100.0,53740.0,595,MBON,MBON09,gaba,False,True,False,False,False,False,1,False
720575940613367190,2965.0,147700.0,48670.0,4494,,CRE106,,False,False,False,False,False,False,0,False
720575940614427253,2043.0,66290.0,74020.0,3580,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940615452305,2133.0,69770.0,72170.0,3591,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940628462700,2074.0,79440.0,67960.0,2687,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940614856359,2030.0,55820.0,55750.0,4687,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940613903477,2088.0,72780.0,73420.0,2817,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940615133115,1966.0,80260.0,61320.0,2632,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940629591543,1923.0,80520.0,71690.0,2800,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940630780357,2129.0,82880.0,73530.0,2929,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940644874020,1549.0,68710.0,41150.0,5324,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940618416517,2140.0,80580.0,70620.0,2864,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940625018860,2018.0,69440.0,75340.0,3471,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940619239734,2170.0,69180.0,73500.0,3815,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940629221199,1154.0,88480.0,76410.0,3255,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940639496245,2068.0,81040.0,76790.0,3007,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940626639106,1456.0,81080.0,64140.0,2598,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940632959583,2226.0,66610.0,71080.0,3888,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940610174387,2473.0,69160.0,65780.0,3342,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940618530206,1990.0,85170.0,75780.0,3054,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940626231068,2191.0,82520.0,76340.0,3014,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940621056109,,58510.0,42300.0,5982,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940650356857,2125.0,80640.0,78030.0,3043,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940609868949,1530.0,82900.0,70820.0,2739,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940637889139,1930.0,80260.0,79180.0,3101,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940629829175,2291.0,53450.0,71940.0,4909,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940623800573,2098.0,68260.0,71460.0,3282,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940628202796,1952.0,85190.0,73680.0,2899,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940626070123,2101.0,71940.0,79280.0,3931,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940635178744,2268.0,57100.0,72030.0,5264,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940629519515,1471.0,81020.0,57890.0,2594,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940615991362,1916.0,76530.0,80730.0,3133,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940617783355,1603.0,64080.0,39650.0,5189,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940617211724,1996.0,84250.0,75340.0,3010,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940628471292,1962.0,69580.0,72840.0,3328,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940627582972,2150.0,70270.0,76690.0,3852,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940619205286,2092.0,73330.0,84340.0,3283,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940638896216,1611.0,78180.0,85110.0,3658,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940631249325,1599.0,77490.0,87320.0,3675,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940631173975,1868.0,80820.0,79980.0,3156,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940620543297,1548.0,67930.0,38470.0,4871,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940606700674,1754.0,82450.0,81200.0,3351,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940616262651,2117.0,78310.0,77350.0,2977,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940612210289,1419.0,85580.0,77890.0,3265,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940627357289,2273.0,69380.0,74020.0,2865,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940631639656,1818.0,87430.0,73530.0,3041,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940624434685,1318.0,84900.0,71500.0,2767,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940618504395,2452.0,51740.0,69850.0,4905,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940638571583,2308.0,66600.0,67950.0,5618,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940607368322,2205.0,73270.0,80470.0,3013,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940628350407,1497.0,52480.0,51940.0,6120,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940610337234,2022.0,61380.0,81540.0,4448,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940631093352,1979.0,54630.0,55240.0,4766,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940630275840,,58340.0,52030.0,6324,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940630777206,1628.0,50980.0,55330.0,5620,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940623872807,1738.0,83660.0,79700.0,3353,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940630419852,2284.0,56230.0,70640.0,5401,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940636567408,2091.0,54840.0,60000.0,5048,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940615517746,2300.0,56850.0,69370.0,4658,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940623120618,2106.0,42480.0,71940.0,5078,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940624812808,1753.0,77420.0,84290.0,3706,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940640521357,2105.0,71280.0,82510.0,3145,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940633918968,2202.0,70130.0,75560.0,4047,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940618519163,2009.0,85530.0,72100.0,2798,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940610902806,1846.0,87700.0,74340.0,3042,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940629208684,1863.0,79770.0,84430.0,3432,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940649409401,,84400.0,80500.0,3379,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940623349203,1199.0,88870.0,74620.0,3102,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940623561485,1454.0,66450.0,90480.0,5700,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940612822422,1074.0,88700.0,73630.0,2961,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940625015015,1166.0,85920.0,85860.0,4116,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940613847983,1240.0,88060.0,81670.0,3835,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940626584522,1667.0,85820.0,75220.0,3086,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940636735088,1896.0,80080.0,80460.0,3166,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940609890787,1606.0,73780.0,91670.0,4758,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940623798259,1635.0,73850.0,91270.0,4573,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940637933656,1399.0,86180.0,73140.0,2916,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940608756747,1147.0,55860.0,71660.0,5010,ME>LO,Tm2,acetylcholine,True,False,False,False,False,False,1,False
720575940604453408,1047.0,45850.0,75780.0,5343,ME>LO,Tm3,acetylcholine,True,False,False,False,False,False,1,False
720575940628140231,970.0,52680.0,69800.0,5039,ME>LO,Tm3,acetylcholine,True,False,False,False,False,False,1,False
720575940606817737,755.0,53780.0,73580.0,4875,ME>LO,Tm3,acetylcholine,True,False,False,False,False,False,1,False
720575940632574893,918.0,57150.0,71420.0,5088,ME>LO,Tm3,acetylcholine,True,False,False,False,False,False,1,False
720575940612599215,6659.0,130000.0,83920.0,5799,AN,VES002,acetylcholine,True,False,False,False,False,False,1,False
720575940642944141,1211.0,54410.0,69200.0,5241,ME,Mi4,"gaba, nitric oxide",False,True,False,False,False,False,1,False
720575940622310170,1190.0,55460.0,73100.0,5111,ME,Mi4,"gaba, nitric oxide",False,True,False,False,False,False,1,False
720575940609770691,1014.0,54920.0,66880.0,5084,ME,Mi4,"gaba, nitric oxide",False,True,False,False,False,False,1,False
720575940619180155,890.0,81300.0,71420.0,2756,ME,Mi4,"gaba, nitric oxide",False,True,False,False,False,False,1,False
720575940614677713,1078.0,55440.0,70550.0,5407,ME,Mi4,"gaba, nitric oxide",False,True,False,False,False,False,1,False
720575940615697823,1131.0,53620.0,73250.0,4820,ME,Mi4,"gaba, nitric oxide",False,True,False,False,False,False,1,False
720575940620683456,1112.0,55260.0,71060.0,5112,ME,Mi4,"gaba, nitric oxide",False,True,False,False,False,False,1,False
720575940605362912,1028.0,54660.0,68470.0,5168,ME,Mi4,"gaba, nitric oxide",False,True,False,False,False,False,1,False
720575940622757895,1138.0,42900.0,72410.0,5484,ME,Mi4,"gaba, nitric oxide",False,True,False,False,False,False,1,False
720575940635539374,1206.0,45630.0,68690.0,5453,ME,Mi9,"glutamate, gaba",False,True,True,False,False,False,2,True
720575940625091819,1305.0,55850.0,72050.0,5260,ME,Mi9,"glutamate, gaba",False,True,True,False,False,False,2,True
720575940637308528,1258.0,55420.0,68880.0,5041,ME,Mi9,"glutamate, gaba",False,True,True,False,False,False,2,True
720575940611896434,1116.0,55110.0,70000.0,5149,ME,Mi9,"glutamate, gaba",False,True,True,False,False,False,2,True
720575940612201329,1108.0,59380.0,72820.0,5090,ME,Mi9,"glutamate, gaba",False,True,True,False,False,False,2,True
720575940605017312,2137.0,75660.0,67890.0,3460,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940637562458,1986.0,69660.0,71710.0,3246,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940631297583,1974.0,74060.0,59800.0,3247,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940629067205,2178.0,70500.0,73120.0,3717,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940625954579,2127.0,84630.0,72380.0,2820,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940636258623,2395.0,81610.0,62080.0,2581,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940632391264,1749.0,78740.0,54060.0,2845,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940611642773,1881.0,80550.0,64740.0,2638,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940611437846,1798.0,82060.0,63080.0,2739,ME,Mi1,acetylcholine,True,False,False,False,False,False,1,False
720575940635955007,1289.0,56020.0,71720.0,5032,ME,Mi9,"glutamate, gaba",False,True,True,False,False,False,2,True
