bodyid,cell_type,pre,cropped,conf_nt,conf_nt_p,top_nt,top_nt_p,acetylcholine,glutamate,gaba,dopamine,serotonin,octopamine,projection_score,segregation_index,ito_lee_hemilineage,hartenstein_hemilineage,used_in_analysis,in_ground_truth,dataset
2305628261,SAD095,14,FALSE,acetylcholine,0.273,neither,0.253,0.1,0,0.1,0.3,0,0,0.004,0.004,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
2161393265,NA,5,TRUE,acetylcholine,0.28800000000000003,neither,0.348,0,0,0,0,0.3,0.3,0.028,0.028,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
5813055134,VES083,5,FALSE,acetylcholine,0.29200000000000004,neither,0.619,0,0,0,0.2,0,0,NA,NA,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
1653295260,PS135,10,FALSE,acetylcholine,0.29600000000000004,neither,0.528,0.3,0,0,0,0,0,0.016,0.016,DM1_posterior,DPMm1_posterior,FALSE,FALSE,hemibrain:v1.2.1
1784735157,LC12,178,FALSE,acetylcholine,0.312,octopamine,0.254,0.2,0,0.1,0.2,0.1,0.3,0,0,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
1969230358,LC14,6,FALSE,acetylcholine,0.316,neither,0.42600000000000005,0.3,0,0,0,0,0,0.129,0.129,VPNp1_lateral,BLD5_lateral,FALSE,FALSE,hemibrain:v1.2.1
1907518969,LC12,127,FALSE,acetylcholine,0.322,acetylcholine,0.231,0.3,0.1,0.1,0.2,0.1,0.2,0.004,0.004,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
2070351862,ORN_VC5,19,TRUE,acetylcholine,0.326,acetylcholine,0.314,0.3,0,0.2,0.1,0.2,0.2,NA,NA,NA,NA,FALSE,TRUE,hemibrain:v1.2.1
1069757725,PFNp,36,FALSE,acetylcholine,0.328,acetylcholine,0.225,0.3,0.2,0.1,0,0,0.3,0.034,0.034,DM3_CX_p,DPMpm2_CX_p,FALSE,FALSE,hemibrain:v1.2.1
1872067203,LPC2,20,FALSE,acetylcholine,0.33399999999999996,acetylcholine,0.28900000000000003,0.3,0,0.2,0.3,0.1,0,0.079,0.079,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
1441499284,PFNp,44,FALSE,acetylcholine,0.33899999999999997,glutamate,0.28900000000000003,0.3,0.3,0.1,0.1,0,0.2,0.022,0.022,DM3_CX_p,DPMpm2_CX_p,FALSE,FALSE,hemibrain:v1.2.1
695671851,PFNd,195,FALSE,acetylcholine,0.34199999999999997,acetylcholine,0.307,0.3,0.1,0.2,0,0.1,0.2,0.187,0.187,DM2_CX_p,DPMpm1_CX_p,TRUE,FALSE,hemibrain:v1.2.1
1002848124,PFNd,299,FALSE,acetylcholine,0.349,acetylcholine,0.254,0.3,0.1,0.1,0.1,0.3,0.2,0.078,0.078,DM3_CX_v,DPMpm2_CX_v,TRUE,FALSE,hemibrain:v1.2.1
5813057402,PS167,8,FALSE,acetylcholine,0.351,acetylcholine,0.273,0.2,0.2,0,0.2,0,0,NA,NA,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
791457874,NA,257,FALSE,acetylcholine,0.353,acetylcholine,0.24200000000000002,0.3,0.1,0.1,0.1,0.1,0.1,0.001,0.001,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
5901203642,LC12,215,FALSE,acetylcholine,0.354,acetylcholine,0.21700000000000003,0.2,0,0.2,0.1,0.1,0.2,0.001,0.001,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
5813127525,PFNp,61,FALSE,acetylcholine,0.355,acetylcholine,0.24900000000000003,0.3,0.2,0.1,0,0.2,0.2,0.18,0.18,DM2_CX_v,DPMpm1_CX_v,FALSE,FALSE,hemibrain:v1.2.1
1543410489,LAL126,15,FALSE,acetylcholine,0.362,gaba,0.28200000000000003,0.2,0,0.3,0.2,0,0.1,0.009,0.009,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
1537331894,vDeltaA,83,FALSE,acetylcholine,0.363,dopamine,0.33699999999999997,0.2,0.2,0,0.4,0,0.1,0.06,0.06,DM1_CX_v,DPMm1_CX_v,FALSE,FALSE,hemibrain:v1.2.1
1348769352,vDeltaA,76,FALSE,acetylcholine,0.364,dopamine,0.32,0.2,0.3,0,0.4,0,0,0.067,0.067,DM2_CX_p,DPMpm1_CX_p,FALSE,FALSE,hemibrain:v1.2.1
1443272825,vDeltaA,77,FALSE,acetylcholine,0.364,dopamine,0.275,0.2,0.3,0.1,0.3,0,0,0.096,0.096,DM4_CX_p,CM4_CX_p,FALSE,FALSE,hemibrain:v1.2.1
517915796,NA,176,FALSE,acetylcholine,0.365,dopamine,0.256,0.2,0.1,0,0.3,0.1,0.2,0.001,0.001,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
2304437366,NA,42,FALSE,acetylcholine,0.369,acetylcholine,0.317,0.3,0.3,0.2,0.1,0.1,0,0.139,0.139,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
1140245595,DNa02,38,FALSE,acetylcholine,0.371,neither,0.406,0.2,0.1,0.1,0,0.2,0.1,NA,NA,WEDd1,DALd,FALSE,FALSE,hemibrain:v1.2.1
664632485,PFNp,50,FALSE,acetylcholine,0.371,acetylcholine,0.23500000000000001,0.2,0.1,0.2,0.1,0.2,0.2,0.226,0.226,DM2_CX_p,DPMpm1_CX_p,FALSE,FALSE,hemibrain:v1.2.1
1311850062,vDeltaK,53,FALSE,acetylcholine,0.373,acetylcholine,0.28900000000000003,0.3,0.2,0.2,0.1,0,0.1,0.028,0.028,DM4_CX_v,CM4_CX_v,FALSE,FALSE,hemibrain:v1.2.1
727350004,EL,943,FALSE,acetylcholine,0.374,acetylcholine,0.314,0.3,0,0.2,0.1,0.1,0.3,0.001,0.001,DM1_CX_d2,DPMm1_CX_d2,TRUE,FALSE,hemibrain:v1.2.1
1256619187,vDeltaK,57,FALSE,acetylcholine,0.374,dopamine,0.264,0.2,0.3,0.1,0.3,0,0.2,NA,NA,DM4_CX_p,CM4_CX_p,FALSE,FALSE,hemibrain:v1.2.1
1763763019,ORN_DM5,55,TRUE,acetylcholine,0.375,serotonin,0.28900000000000003,0.3,0,0.1,0,0.3,0.2,NA,NA,NA,NA,FALSE,TRUE,hemibrain:v1.2.1
1159551037,LC12,101,FALSE,acetylcholine,0.377,dopamine,0.232,0.3,0.1,0.2,0.3,0,0.1,0.113,0.113,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
1262014782,DNa04,30,FALSE,acetylcholine,0.377,neither,0.23900000000000002,0.2,0.2,0.1,0.1,0.2,0.1,NA,NA,WEDd1,DALd,FALSE,FALSE,hemibrain:v1.2.1
1077420174,MC61,30,FALSE,acetylcholine,0.378,acetylcholine,0.24400000000000002,0.3,0.3,0.2,0.2,0.1,0,0.007,0.007,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
1441956741,LC12,131,FALSE,acetylcholine,0.379,dopamine,0.24300000000000002,0.2,0.1,0.2,0.3,0.1,0,0.001,0.001,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
823879266,NA,256,FALSE,acetylcholine,0.379,acetylcholine,0.254,0.3,0.1,0.1,0.1,0.2,0.1,0.006,0.006,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
1167965225,EL,873,FALSE,acetylcholine,0.381,octopamine,0.317,0.2,0,0.2,0,0.1,0.3,0.001,0.001,DM4_CX_d2,CM4_CX_d2,TRUE,FALSE,hemibrain:v1.2.1
673772244,NA,162,FALSE,acetylcholine,0.381,acetylcholine,0.224,0.3,0.2,0,0.2,0.1,0.2,0.001,0.001,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
633943192,PFNd,197,FALSE,acetylcholine,0.382,acetylcholine,0.33999999999999997,0.4,0.2,0.1,0,0.1,0.2,0.279,0.279,DM2_CX_p,DPMpm1_CX_p,TRUE,FALSE,hemibrain:v1.2.1
1138798959,MC61,42,FALSE,acetylcholine,0.384,gaba,0.182,0.2,0.1,0.3,0.1,0,0,0.005,0.005,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
1469049500,PLP219,91,FALSE,acetylcholine,0.384,dopamine,0.21300000000000002,0.2,0.1,0.1,0.3,0.1,0,0.669,0.669,VLPp2,DPMpl3,FALSE,FALSE,hemibrain:v1.2.1
1878845629,LC17,172,FALSE,acetylcholine,0.385,dopamine,0.23600000000000002,0.3,0,0.2,0.3,0,0.2,0,0,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
1939904964,LC17,194,FALSE,acetylcholine,0.386,dopamine,0.24100000000000002,0.2,0,0.2,0.3,0.1,0.1,0.003,0.003,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
861565546,LC10,66,FALSE,acetylcholine,0.386,acetylcholine,0.316,0.4,0.1,0.1,0.2,0.1,0,0,0,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
1188181261,PFNd,276,FALSE,acetylcholine,0.388,octopamine,0.263,0.2,0.1,0.1,0,0.2,0.3,0.129,0.129,DM4_CX_v,CM4_CX_v,TRUE,FALSE,hemibrain:v1.2.1
448994377,CRZ02,250,FALSE,acetylcholine,0.388,acetylcholine,0.21700000000000003,0.3,0.2,0,0.2,0.1,0.1,0.333,0.333,NA,NA,TRUE,TRUE,hemibrain:v1.2.1
1094934199,PFNd,281,FALSE,acetylcholine,0.389,octopamine,0.29200000000000004,0.3,0.1,0.1,0,0.2,0.3,0.232,0.232,DM4_CX_p,CM4_CX_p,TRUE,FALSE,hemibrain:v1.2.1
758065781,PFNd,246,FALSE,acetylcholine,0.389,acetylcholine,0.29800000000000004,0.3,0.1,0.1,0,0.3,0.2,0.146,0.146,DM1_CX_p,DPMm1_CX_p,TRUE,FALSE,hemibrain:v1.2.1
2245501457,LC17,211,FALSE,acetylcholine,0.39,acetylcholine,0.314,0.3,0,0.2,0.2,0,0.1,0.335,0.335,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
5812987252,MC61,48,FALSE,acetylcholine,0.39,acetylcholine,0.233,0.2,0.2,0.2,0.2,0.1,0,0,0,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
5813087496,FC1B,151,FALSE,acetylcholine,0.391,acetylcholine,0.279,0.3,0.2,0.1,0.2,0,0.2,0.001,0.001,DM3_CX_d1,DPMpm2_CX_d1,TRUE,FALSE,hemibrain:v1.2.1
1140176456,MC61,28,FALSE,acetylcholine,0.392,acetylcholine,0.24900000000000003,0.3,0.1,0.1,0.2,0.1,0.1,0.003,0.003,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
1848824817,LC17,207,FALSE,acetylcholine,0.393,dopamine,0.24600000000000002,0.3,0.1,0.2,0.3,0,0.1,0.003,0.003,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
2149253288,NA,51,FALSE,acetylcholine,0.393,glutamate,0.28,0.2,0.3,0.1,0,0.3,0,0.113,0.113,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
1817457987,LC17,243,FALSE,acetylcholine,0.394,acetylcholine,0.25,0.3,0,0.2,0.3,0.1,0.1,0.001,0.001,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
979368408,FS3,66,FALSE,acetylcholine,0.394,dopamine,0.27,0.2,0.3,0,0.3,0,0.1,0.589,0.589,DM3_CX_d2,DPMpm2_CX_d2,FALSE,FALSE,hemibrain:v1.2.1
1125964651,PFNv,347,FALSE,acetylcholine,0.395,glutamate,0.301,0.2,0.4,0,0,0.1,0.3,0.103,0.103,DM4_CX_p,CM4_CX_p,TRUE,FALSE,hemibrain:v1.2.1
1249443550,vDeltaL,35,FALSE,acetylcholine,0.395,acetylcholine,0.348,0.4,0.2,0.1,0.1,0.1,0.1,0,0,DM4_CX_v,CM4_CX_v,FALSE,FALSE,hemibrain:v1.2.1
1781333405,LC17,236,FALSE,acetylcholine,0.396,dopamine,0.24300000000000002,0.2,0.1,0.3,0.4,0,0,0.456,0.456,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
519603027,NA,763,FALSE,acetylcholine,0.396,glutamate,0.255,0.3,0.3,0,0.2,0,0.1,0.004,0.004,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
5812999239,LPC1,124,FALSE,acetylcholine,0.397,glutamate,0.24900000000000003,0.2,0.3,0.2,0.2,0.1,0,0.06,0.06,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
1321749057,vDeltaF,126,FALSE,acetylcholine,0.398,acetylcholine,0.258,0.3,0.2,0,0.3,0.1,0.1,0.15,0.15,DM4_CX_v,CM4_CX_v,TRUE,FALSE,hemibrain:v1.2.1
5813034336,LC17,194,FALSE,acetylcholine,0.398,acetylcholine,0.266,0.3,0,0.1,0.2,0.1,0.3,0,0,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
693755250,PEN_b(PEN2),432,FALSE,acetylcholine,0.398,serotonin,0.255,0.2,0.2,0,0.1,0.3,0.1,0.145,0.145,DM3_CX_v,DPMpm2_CX_v,TRUE,FALSE,hemibrain:v1.2.1
1108796249,MC61,34,FALSE,acetylcholine,0.399,acetylcholine,0.29000000000000004,0.4,0.1,0.1,0.3,0,0,0.026,0.026,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
1110173882,MC61,34,FALSE,acetylcholine,0.4,acetylcholine,0.24900000000000003,0.3,0.2,0.2,0.2,0.1,0,0.016,0.016,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
1410801066,PFNp,33,FALSE,acetylcholine,0.4,glutamate,0.373,0.3,0.3,0,0.1,0,0.1,0.104,0.104,DM2_CX_v,DPMpm1_CX_v,FALSE,FALSE,hemibrain:v1.2.1
1537327249,vDeltaA,41,FALSE,acetylcholine,0.4,acetylcholine,0.356,0.4,0.2,0,0.2,0,0.2,0.109,0.109,DM1_CX_p,DPMm1_CX_p,FALSE,FALSE,hemibrain:v1.2.1
1810343500,LPC2,28,FALSE,acetylcholine,0.4,acetylcholine,0.344,0.4,0.1,0.1,0.2,0.1,0,0.019,0.019,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
1907156409,LC4,234,FALSE,acetylcholine,0.4,acetylcholine,0.265,0.3,0.2,0.2,0.2,0.1,0,0.297,0.297,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
1196573821,FC2B,155,FALSE,acetylcholine,0.401,acetylcholine,0.251,0.4,0.2,0,0.2,0.1,0.1,0.04,0.04,DM4_CX_d3,CM4_CX_d3,TRUE,FALSE,hemibrain:v1.2.1
1218732781,PFNd,275,FALSE,acetylcholine,0.401,acetylcholine,0.345,0.4,0.1,0,0,0.3,0.2,0.216,0.216,DM4_CX_v,CM4_CX_v,TRUE,FALSE,hemibrain:v1.2.1
294161385,CRZ01,187,FALSE,acetylcholine,0.401,dopamine,0.28300000000000003,0.2,0.2,0,0.3,0.1,0.1,0.412,0.412,NA,NA,TRUE,TRUE,hemibrain:v1.2.1
1076724887,LC10,47,FALSE,acetylcholine,0.403,acetylcholine,0.41800000000000004,0.6,0.1,0.1,0,0.2,0.1,0.002,0.002,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
1654068522,LC12,119,FALSE,acetylcholine,0.403,acetylcholine,0.24300000000000002,0.3,0,0.1,0.3,0.1,0.2,0.056,0.056,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
1937193993,LC17,206,FALSE,acetylcholine,0.403,acetylcholine,0.309,0.4,0,0.1,0.2,0,0.1,0.341,0.341,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
1134201762,FC1B,177,FALSE,acetylcholine,0.405,acetylcholine,0.253,0.3,0.2,0.1,0.2,0,0,0,0,DM4_CX_d2,CM4_CX_d2,TRUE,FALSE,hemibrain:v1.2.1
1849183960,LC17,208,FALSE,acetylcholine,0.405,acetylcholine,0.28500000000000003,0.4,0,0.3,0.2,0,0.1,0,0,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
911134017,PFL3,11,FALSE,acetylcholine,0.405,octopamine,0.307,0,0,0,0.2,0,0.5,0.007,0.007,DM4_CX_d1,CM4_CX_d1,FALSE,FALSE,hemibrain:v1.2.1
1437613888,PLP148,28,FALSE,acetylcholine,0.406,neither,0.702,0.1,0.1,0,0.1,0.1,0,0.44,0.44,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
1689994425,LPLC1,222,FALSE,acetylcholine,0.406,dopamine,0.29700000000000004,0.4,0.1,0,0.4,0,0.1,0.001,0.001,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
1203273913,MC61,42,FALSE,acetylcholine,0.40700000000000003,acetylcholine,0.29800000000000004,0.3,0.3,0.1,0.3,0.1,0,0.006,0.006,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
5813018705,ORN_VA1v,32,TRUE,acetylcholine,0.40700000000000003,serotonin,0.29700000000000004,0.3,0.3,0,0,0.4,0,NA,NA,NA,NA,FALSE,TRUE,hemibrain:v1.2.1
1062526223,PEN_b(PEN2),470,FALSE,acetylcholine,0.40800000000000003,serotonin,0.29600000000000004,0.3,0.1,0,0,0.3,0.2,0.219,0.219,DM4_CX_p,CM4_CX_p,TRUE,FALSE,hemibrain:v1.2.1
1472546868,PFNp,37,FALSE,acetylcholine,0.40800000000000003,acetylcholine,0.305,0.3,0.2,0.1,0.1,0,0.2,0.097,0.097,DM3_CX_p,DPMpm2_CX_p,FALSE,FALSE,hemibrain:v1.2.1
1589972966,LC17,227,FALSE,acetylcholine,0.40800000000000003,dopamine,0.252,0.3,0.1,0.3,0.3,0,0,0.396,0.396,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
1880887003,LC17,215,FALSE,acetylcholine,0.40800000000000003,acetylcholine,0.259,0.3,0,0.3,0.3,0,0.1,0.001,0.001,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
550388353,NA,171,FALSE,acetylcholine,0.40800000000000003,acetylcholine,0.279,0.3,0.1,0.1,0.2,0.2,0.2,0,0,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
5813011794,NA,188,FALSE,acetylcholine,0.40800000000000003,octopamine,0.29200000000000004,0.3,0.1,0,0.2,0,0.3,0,0,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
5812991769,LC17,191,FALSE,acetylcholine,0.40900000000000003,acetylcholine,0.28,0.3,0,0.2,0.3,0,0.2,0.001,0.001,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
1468994014,LC13,119,FALSE,acetylcholine,0.41000000000000003,acetylcholine,0.29500000000000004,0.3,0.2,0.1,0.1,0.2,0,0.003,0.003,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
2002406419,SAD020,154,FALSE,acetylcholine,0.41000000000000003,acetylcholine,0.302,0.4,0.1,0.2,0.1,0.2,0.1,0.024,0.024,VLPl1_or_VLPl5,BLVa3_or_4,TRUE,FALSE,hemibrain:v1.2.1
1158191887,LC14,15,FALSE,acetylcholine,0.41100000000000003,acetylcholine,0.24700000000000003,0.4,0.2,0,0.1,0.2,0,0.068,0.068,VPNp1_lateral,BLD5_lateral,FALSE,FALSE,hemibrain:v1.2.1
1319919608,LC16,108,FALSE,acetylcholine,0.41100000000000003,acetylcholine,0.251,0.3,0.1,0.2,0.3,0,0.1,0.003,0.003,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
5812987803,PFNv,322,FALSE,acetylcholine,0.41100000000000003,octopamine,0.261,0.2,0.3,0,0,0.1,0.3,0.033,0.033,DM4_CX_v,CM4_CX_v,TRUE,FALSE,hemibrain:v1.2.1
1047412496,MC61,39,FALSE,acetylcholine,0.41200000000000003,acetylcholine,0.25,0.3,0.2,0.1,0.1,0.3,0,0.04,0.04,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
1196699301,NA,12,FALSE,acetylcholine,0.41200000000000003,acetylcholine,0.366,0.4,0,0.1,0,0.3,0,0.396,0.396,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
1444287681,vDeltaK,41,FALSE,acetylcholine,0.41200000000000003,acetylcholine,0.257,0.4,0.1,0,0.3,0.1,0.2,0.223,0.223,DM1_CX_v,DPMm1_CX_v,FALSE,FALSE,hemibrain:v1.2.1
1289238130,LC16,118,FALSE,acetylcholine,0.41300000000000003,acetylcholine,0.318,0.4,0,0.2,0.3,0,0,0.075,0.075,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
977295669,IB071,143,FALSE,acetylcholine,0.41300000000000003,acetylcholine,0.32999999999999996,0.5,0.1,0.2,0.1,0.2,0,0.508,0.508,DM5_central,CM1_central,TRUE,FALSE,hemibrain:v1.2.1
1289026707,FC1B,188,FALSE,acetylcholine,0.41400000000000003,acetylcholine,0.305,0.4,0.3,0,0.1,0.1,0.1,0.003,0.003,DM2_CX_d1,DPMpm1_CX_d1,TRUE,FALSE,hemibrain:v1.2.1
1631450739,PEN_b(PEN2),454,FALSE,acetylcholine,0.41400000000000003,octopamine,0.25,0.2,0.2,0,0,0.2,0.3,0.256,0.256,DM2_CX_v,DPMpm1_CX_v,TRUE,FALSE,hemibrain:v1.2.1
1715006401,NA,83,FALSE,acetylcholine,0.41400000000000003,neither,0.5650000000000001,0.2,0,0.1,0,0,0,0.694,0.694,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
1915155348,v2LN43,70,FALSE,acetylcholine,0.41400000000000003,acetylcholine,0.304,0.3,0.1,0.3,0,0.3,0,0.565,0.565,ALv2,BAla2,FALSE,FALSE,hemibrain:v1.2.1
5813035526,FC1B,161,FALSE,acetylcholine,0.41700000000000004,acetylcholine,0.28400000000000003,0.3,0.3,0.1,0.1,0,0.2,0.002,0.002,DM4_CX_d2,CM4_CX_d2,TRUE,FALSE,hemibrain:v1.2.1
5813045806,PLP220,161,FALSE,acetylcholine,0.41800000000000004,acetylcholine,0.28300000000000003,0.3,0.2,0.1,0.3,0,0,0.391,0.391,VLPp2,DPMpl3,TRUE,FALSE,hemibrain:v1.2.1
1883128139,ORN_VC5,11,TRUE,acetylcholine,0.41800000000000004,acetylcholine,0.23900000000000002,0.4,0,0.2,0.1,0.3,0.1,NA,NA,NA,NA,FALSE,TRUE,hemibrain:v1.2.1
1220576923,PEN_a(PEN1),643,FALSE,acetylcholine,0.41900000000000004,acetylcholine,0.33599999999999997,0.4,0.2,0,0,0.1,0.2,0.07,0.07,DM4_CX_v,CM4_CX_v,TRUE,FALSE,hemibrain:v1.2.1
1156999846,PFNp,52,FALSE,acetylcholine,0.42000000000000004,acetylcholine,0.313,0.4,0.1,0,0.2,0.2,0.2,0.25,0.25,DM4_CX_p,CM4_CX_p,FALSE,FALSE,hemibrain:v1.2.1
1849683877,M_lvPNm46,131,FALSE,acetylcholine,0.42000000000000004,acetylcholine,0.267,0.3,0.1,0.2,0.2,0.1,0.1,0.611,0.611,ALlv1,BAlp4,TRUE,TRUE,hemibrain:v1.2.1
5813023645,LC13,87,FALSE,acetylcholine,0.42000000000000004,acetylcholine,0.35,0.4,0.2,0.1,0.3,0,0,0.014,0.014,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
604889732,NA,323,FALSE,acetylcholine,0.42000000000000004,acetylcholine,0.24700000000000003,0.3,0.1,0.1,0.1,0.1,0.1,0.004,0.004,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
5813021183,NA,15,TRUE,acetylcholine,0.42000000000000004,acetylcholine,0.21600000000000003,0.3,0.1,0,0.3,0.1,0,0.141,0.141,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
5812996092,ORN_VA1v,30,TRUE,acetylcholine,0.42000000000000004,serotonin,0.33999999999999997,0.3,0,0.1,0,0.4,0.2,NA,NA,NA,NA,FALSE,TRUE,hemibrain:v1.2.1
911560974,PFNd,185,FALSE,acetylcholine,0.42100000000000004,acetylcholine,0.307,0.3,0.2,0.1,0,0.1,0.2,0.211,0.211,DM2_CX_p,DPMpm1_CX_p,TRUE,FALSE,hemibrain:v1.2.1
1002999221,PFR,288,FALSE,acetylcholine,0.42200000000000004,acetylcholine,0.24200000000000002,0.3,0.2,0,0.1,0.1,0.2,0.29,0.29,DM4_CX_d1,CM4_CX_d1,TRUE,FALSE,hemibrain:v1.2.1
1200619473,CL337,45,FALSE,acetylcholine,0.42200000000000004,acetylcholine,0.318,0.3,0.1,0.2,0.1,0.2,0,NA,NA,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
884157443,IB070,148,FALSE,acetylcholine,0.42400000000000004,acetylcholine,0.264,0.3,0.1,0.2,0.2,0.1,0,0.478,0.478,DM5_central,CM1_central,TRUE,FALSE,hemibrain:v1.2.1
1289229674,LC16,165,FALSE,acetylcholine,0.42500000000000004,acetylcholine,0.271,0.3,0.1,0.1,0.3,0.1,0,0.109,0.109,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
1806885186,LPC1,66,FALSE,acetylcholine,0.42500000000000004,acetylcholine,0.375,0.4,0.2,0.1,0.2,0,0,0,0,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
5812997070,LPC2,65,FALSE,acetylcholine,0.42500000000000004,acetylcholine,0.33099999999999996,0.4,0.2,0.2,0.1,0,0,0.017,0.017,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
819828716,PFR,323,FALSE,acetylcholine,0.42500000000000004,glutamate,0.327,0.2,0.4,0,0.1,0.1,0.2,0.263,0.263,DM2_CX_d2,DPMpm1_CX_d2,TRUE,FALSE,hemibrain:v1.2.1
892259523,LC10,44,FALSE,acetylcholine,0.42500000000000004,acetylcholine,0.3,0.3,0,0.2,0.3,0.1,0.1,0.012,0.012,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
1503581667,vDeltaF,107,FALSE,acetylcholine,0.42600000000000005,acetylcholine,0.29700000000000004,0.4,0.3,0,0.1,0.1,0.1,0.266,0.266,DM1_CX_p,DPMm1_CX_p,TRUE,FALSE,hemibrain:v1.2.1
1563095398,LC21,321,FALSE,acetylcholine,0.42600000000000005,acetylcholine,0.279,0.3,0,0.3,0.2,0.2,0,0.066,0.066,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
921576508,AVLP279,159,FALSE,acetylcholine,0.42600000000000005,acetylcholine,0.257,0.3,0.1,0.2,0.2,0.1,0,0.342,0.342,VLPl&d1_lateral,BLAv1_posterior,TRUE,FALSE,hemibrain:v1.2.1
5813023322,DNp06,143,FALSE,acetylcholine,0.42700000000000005,acetylcholine,0.324,0.5,0.1,0,0,0.2,0,NA,NA,SMPpv2_ventral,CP1_ventral,TRUE,FALSE,hemibrain:v1.2.1
640539567,AVLP434,445,FALSE,acetylcholine,0.42700000000000005,acetylcholine,0.23700000000000002,0.4,0.1,0.2,0.1,0.2,0.1,0.366,0.366,VLPl2_medial,BLAv2_medial,TRUE,FALSE,hemibrain:v1.2.1
1042448496,FS3,30,FALSE,acetylcholine,0.42800000000000005,acetylcholine,0.33899999999999997,0.4,0.1,0,0.1,0.2,0.1,0.609,0.609,DM4_CX_d1,CM4_CX_d1,FALSE,FALSE,hemibrain:v1.2.1
1138112854,MC61,28,FALSE,acetylcholine,0.42800000000000005,acetylcholine,0.319,0.5,0.2,0.1,0.1,0,0,0.005,0.005,NA,NA,FALSE,FALSE,hemibrain:v1.2.1
1289234133,LC16,133,FALSE,acetylcholine,0.42800000000000005,acetylcholine,0.351,0.4,0.1,0.2,0.3,0,0,0.192,0.192,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
1746304691,WED129,255,FALSE,acetylcholine,0.42800000000000005,acetylcholine,0.269,0.3,0.2,0,0.2,0.1,0.1,0.03,0.03,VLPp2,DPMpl3,TRUE,FALSE,hemibrain:v1.2.1
761096077,NA,231,FALSE,acetylcholine,0.42800000000000005,acetylcholine,0.261,0.3,0.1,0.1,0.1,0.1,0.1,0.002,0.002,NA,NA,TRUE,FALSE,hemibrain:v1.2.1
